id,category,value,text_data
1577,C,1274,x
1578,A,780,x
1579,D,603,x
1580,C,485,x
1581,C,1787,x
1582,D,505,x
1583,B,661,x
1584,A,1486,x
1585,B,177,x
1586,C,592,x
1587,B,1414,x
1588,A,39,x
1589,D,1642,x
1590,C,509,x
1591,A,1411,x
1592,B,1719,x
1593,A,420,x
1594,D,234,x
1595,B,1656,x
1596,B,608,x
1597,B,1433,x
1598,C,1212,x
1599,B,342,x
1600,B,950,x
1601,C,995,x
1602,D,710,x
1603,A,767,x
1604,B,48,x
1605,B,1537,x
1606,C,1834,x
1607,B,1507,x
1608,A,843,x
1609,C,143,x
1610,A,1429,x
1611,D,529,x
1612,B,597,x
1613,D,1280,x
1614,A,1386,x
1615,C,1893,x
1616,B,1403,x
1617,D,622,x
1618,D,422,x
1619,C,393,x
1620,B,830,x
1621,A,1183,x
1622,D,1316,x
1623,C,654,x
1624,C,1801,x
1625,B,810,x
1626,D,1865,x
1627,A,883,x
1628,C,189,x
1629,B,352,x
1630,C,744,x
1631,C,9,x
1632,B,1214,x
1633,A,971,x
1634,A,497,x
1635,A,1672,x
1636,B,1515,x
1637,D,1491,x
1638,B,1251,x
1639,C,610,x
1640,A,331,x
1641,C,349,x
1642,D,301,x
1643,B,1031,x
1644,B,1059,x
1645,D,1205,x
1646,C,1344,x
1647,D,248,x
1648,B,565,x
1649,D,862,x
1650,B,357,x
1651,D,1144,x
1652,B,386,x
1653,B,905,x
1654,D,1953,x
1655,C,423,x
1656,D,1557,x
1657,A,595,x
1658,A,1508,x
1659,C,90,x
1660,A,1696,x
1661,B,1101,x
1662,C,992,x
1663,B,1448,x
1664,C,1863,x
1665,D,242,x
1666,B,1354,x
1667,C,1396,x
1668,C,1166,x
1669,B,440,x
1670,B,1719,x
1671,D,268,x
1672,A,1203,x
1673,B,1037,x
1674,D,876,x
1675,B,1304,x
1676,C,568,x
1677,C,1449,x
1678,D,1475,x
1679,D,1145,x
1680,B,26,x
1681,A,1849,x
1682,B,836,x
1683,B,422,x
1684,A,1623,x
1685,C,1985,x
1686,A,1646,x
1687,A,1084,x
1688,C,1609,x
1689,A,1002,x
1690,D,1863,x
1691,D,1469,x
1692,C,1036,x
1693,A,542,x
1694,B,1063,x
1695,C,1529,x
1696,A,229,x
1697,A,1464,x
1698,D,1295,x
1699,A,754,x
1700,D,1714,x
1701,D,1083,x
1702,A,1500,x
1703,B,722,x
1704,D,7,x
1705,A,965,x
1706,B,112,x
1707,C,848,x
1708,A,650,x
1709,D,336,x
1710,B,574,x
1711,B,1638,x
1712,B,276,x
1713,A,1406,x
1714,D,681,x
1715,D,1239,x
1716,A,1148,x
1717,B,1244,x
1718,C,523,x
1719,B,1351,x
1720,A,649,x
1721,A,882,x
1722,C,1004,x
1723,D,1596,x
1724,A,1061,x
1725,B,453,x
1726,B,975,x
1727,A,82,x
1728,C,173,x
1729,A,171,x
1730,C,782,x
1731,B,618,x
1732,A,1207,x
1733,C,1146,x
1734,C,1191,x
1735,D,1085,x
1736,D,1115,x
1737,A,278,x
1738,B,22,x
1739,D,1211,x
1740,D,555,x
1741,C,1946,x
1742,A,1205,x
1743,D,1937,x
1744,A,1968,x
1745,B,1508,x
1746,C,1875,x
1747,C,1474,x
1748,B,1021,x
1749,A,1405,x
1750,D,1035,x
1751,D,865,x
1752,D,154,x
1753,B,233,x
1754,A,1388,x
1755,C,1208,x
1756,C,1242,x
1757,A,1695,x
1758,A,1267,x
1759,D,1992,x
1760,B,84,x
1761,A,313,x
1762,C,1671,x
1763,A,96,x
1764,D,1607,x
1765,A,184,x
1766,A,512,x
1767,A,1308,x
1768,A,327,x
1769,B,618,x
1770,D,861,x
1771,C,142,x
1772,B,1452,x
1773,B,155,x
1774,B,533,x
1775,D,949,x
1776,D,721,x
1777,D,1019,x
1778,D,375,x
1779,C,1620,x
1780,D,740,x
1781,C,916,x
1782,C,1678,x
1783,A,765,x
1784,D,1925,x
1785,A,850,x
1786,D,335,x
1787,B,1449,x
1788,C,1757,x
1789,A,877,x
1790,B,929,x
1791,D,1440,x
1792,A,1342,x
1793,A,1640,x
1794,C,618,x
1795,A,823,x
1796,D,1464,x
1797,D,339,x
1798,C,49,x
1799,D,123,x
1800,B,404,x
1801,C,146,x
1802,C,646,x
1803,D,1154,x
1804,A,194,x
1805,A,1162,x
1806,B,109,x
1807,A,1490,x
1808,B,484,x
1809,C,1568,x
1810,A,1393,x
1811,D,739,x
1812,B,340,x
1813,D,134,x
1814,A,497,x
1815,C,1132,x
1816,D,345,x
1817,D,1839,x
1818,C,22,x
1819,D,1867,x
1820,C,1447,x
1821,A,1739,x
1822,A,732,x
1823,C,1637,x
1824,D,1401,x
1825,B,1605,x
1826,A,385,x
1827,C,69,x
1828,B,434,x
1829,C,937,x
1830,B,1087,x
1831,B,1663,x
1832,B,1212,x
1833,A,355,x
1834,C,498,x
1835,D,548,x
1836,D,424,x
1837,D,1333,x
1838,C,1667,x
1839,B,1267,x
1840,D,1660,x
1841,D,1908,x
1842,B,1885,x
1843,D,534,x
1844,A,315,x
1845,B,1692,x
1846,A,772,x
1847,D,1670,x
1848,A,372,x
1849,B,1286,x
1850,D,1603,x
1851,B,503,x
1852,A,663,x
1853,B,1614,x
1854,C,979,x
1855,B,1519,x
1856,C,1810,x
1857,C,1864,x
1858,A,1164,x
1859,D,1088,x
1860,A,1439,x
1861,D,602,x
1862,C,1263,x
1863,D,1067,x
1864,B,794,x
1865,A,240,x
1866,A,1094,x
1867,B,4,x
1868,A,931,x
1869,B,705,x
1870,B,126,x
1871,D,256,x
1872,B,1380,x
1873,D,119,x
1874,D,97,x
1875,D,1627,x
1876,B,782,x
1877,A,866,x
1878,D,1894,x
1879,A,62,x
1880,D,1615,x
1881,D,218,x
1882,C,608,x
1883,A,237,x
1884,C,1012,x
1885,B,355,x
1886,A,610,x
1887,A,54,x
1888,B,1239,x
1889,C,1330,x
1890,D,196,x
1891,B,642,x
1892,C,615,x
1893,B,355,x
1894,A,1986,x
1895,B,1398,x
1896,D,1299,x
1897,C,451,x
1898,D,227,x
1899,A,942,x
1900,C,1522,x
1901,A,1628,x
1902,B,1197,x
1903,A,156,x
1904,A,884,x
1905,C,1845,x
1906,B,1684,x
1907,C,1956,x
1908,C,1792,x
1909,D,1827,x
1910,C,1676,x
1911,D,505,x
1912,C,818,x
1913,D,55,x
1914,A,1042,x
1915,A,1507,x
1916,B,1285,x
1917,C,65,x
1918,B,484,x
1919,B,821,x
1920,A,827,x
1921,B,1212,x
1922,D,1858,x
1923,C,864,x
1924,C,1625,x
1925,B,1095,x
1926,B,1211,x
1927,D,1043,x
1928,B,1567,x
1929,D,1153,x
1930,B,1630,x
1931,B,424,x
1932,C,75,x
1933,D,331,x
1934,D,905,x
1935,A,746,x
1936,C,1777,x
1937,D,832,x
1938,A,296,x
1939,D,1227,x
1940,B,1836,x
1941,D,526,x
1942,D,1231,x
1943,D,119,x
1944,B,1402,x
1945,C,439,x
1946,B,875,x
1947,B,1155,x
1948,A,514,x
1949,C,866,x
1950,D,1207,x
1951,D,258,x
1952,C,1850,x
1953,C,1166,x
1954,D,1266,x
1955,A,237,x
1956,C,1398,x
1957,B,1611,x
1958,D,934,x
1959,D,1246,x
1960,D,1425,x
1961,A,1189,x
1962,B,171,x
1963,D,240,x
1964,B,1474,x
1965,D,1033,x
1966,A,843,x
1967,A,200,x
1968,D,463,x
1969,D,1046,x
1970,A,1561,x
1971,A,1869,x
1972,C,296,x
1973,C,328,x
1974,B,879,x
1975,A,736,x
1976,B,1825,x
1977,B,619,x
1978,B,899,x
1979,A,1916,x
1980,B,1070,x
1981,D,445,x
1982,A,235,x
1983,D,1825,x
1984,A,1144,x
1985,D,1240,x
1986,A,364,x
1987,B,631,x
1988,B,127,x
1989,D,782,x
1990,C,328,x
1991,B,1685,x
1992,D,227,x
1993,B,1530,x
1994,A,458,x
1995,B,1160,x
1996,B,1192,x
1997,C,1001,x
1998,D,1546,x
1999,A,442,x
2000,A,562,x
2001,B,1992,x
2002,B,1371,x
2003,B,1065,x
2004,D,834,x
2005,D,829,x
2006,D,1220,x
2007,D,97,x
2008,D,537,x
2009,B,679,x
2010,C,1653,x
2011,A,1238,x
2012,A,755,x
2013,D,810,x
2014,B,670,x
2015,B,169,x
2016,B,568,x
2017,B,895,x
2018,A,1291,x
2019,D,1407,x
2020,B,1590,x
2021,B,742,x
2022,B,68,x
2023,C,167,x
2024,C,985,x
2025,A,1279,x
2026,A,62,x
2027,C,319,x
2028,C,227,x
2029,C,644,x
2030,D,1424,x
2031,D,222,x
2032,B,1106,x
2033,A,176,x
2034,C,1805,x
2035,B,626,x
2036,D,1619,x
2037,C,845,x
2038,B,536,x
2039,C,1983,x
2040,B,325,x
2041,B,1036,x
2042,C,324,x
2043,A,1991,x
2044,C,1568,x
2045,A,1498,x
2046,A,1360,x
2047,D,866,x
2048,D,1122,x
2049,C,69,x
2050,D,842,x
2051,D,819,x
2052,B,1105,x
2053,D,534,x
2054,A,934,x
2055,C,128,x
2056,B,176,x
2057,D,930,x
2058,C,1616,x
2059,C,629,x
2060,B,475,x
2061,C,164,x
2062,B,50,x
2063,B,913,x
2064,D,152,x
2065,A,1802,x
2066,C,1009,x
2067,A,507,x
2068,A,833,x
2069,D,1918,x
2070,C,1560,x
2071,C,1199,x
2072,C,654,x
2073,B,1264,x
2074,B,827,x
2075,A,264,x
2076,B,150,x
2077,D,541,x
2078,D,1225,x
2079,C,1597,x
2080,D,1354,x
2081,B,1180,x
2082,C,1001,x
2083,A,1012,x
2084,C,1787,x
2085,B,1109,x
2086,B,1703,x
2087,B,1236,x
2088,A,1307,x
2089,C,759,x
2090,D,1938,x
2091,A,947,x
2092,A,1843,x
2093,C,214,x
2094,D,1783,x
2095,C,476,x
2096,C,1567,x
2097,C,983,x
2098,A,1832,x
2099,C,514,x
2100,C,418,x
2101,A,1329,x
2102,B,344,x
2103,C,1446,x
2104,B,178,x
2105,A,1982,x
2106,C,1241,x
2107,C,1477,x
2108,C,202,x
2109,C,1429,x
2110,D,1039,x
2111,C,1329,x
2112,D,794,x
2113,C,42,x
2114,B,0,x
2115,D,182,x
2116,A,364,x
2117,B,1669,x
2118,A,50,x
2119,A,948,x
2120,A,1431,x
2121,A,241,x
2122,A,1256,x
2123,D,273,x
2124,D,1537,x
2125,D,838,x
2126,A,1835,x
2127,D,693,x
2128,D,1698,x
2129,D,410,x
2130,D,1806,x
2131,C,608,x
2132,A,122,x
2133,D,1254,x
2134,C,1790,x
2135,C,1771,x
2136,D,464,x
2137,C,1729,x
2138,C,966,x
2139,C,96,x
2140,B,680,x
2141,B,835,x
2142,D,256,x
2143,D,1584,x
2144,C,1541,x
2145,D,1225,x
2146,A,1490,x
2147,B,1122,x
2148,C,1748,x
2149,C,44,x
2150,D,1442,x
2151,D,863,x
2152,C,460,x
2153,D,847,x
2154,A,1261,x
2155,A,1615,x
2156,A,1100,x
2157,A,117,x
2158,D,1751,x
2159,B,165,x
2160,A,1340,x
2161,B,251,x
2162,C,709,x
2163,B,540,x
2164,D,142,x
2165,D,1020,x
2166,A,1126,x
2167,C,115,x
2168,D,713,x
2169,A,1465,x
2170,C,585,x
2171,B,545,x
2172,C,400,x
2173,D,959,x
2174,A,431,x
2175,D,467,x
2176,C,868,x
2177,A,350,x
2178,A,555,x
2179,D,448,x
2180,D,1533,x
2181,B,1324,x
2182,A,938,x
2183,D,1367,x
2184,D,1045,x
2185,B,113,x
2186,C,1601,x
2187,A,749,x
2188,B,1383,x
2189,D,149,x
2190,C,1179,x
2191,D,998,x
2192,A,1936,x
2193,C,961,x
2194,C,1119,x
2195,B,1305,x
2196,A,1125,x
2197,D,1159,x
2198,B,1247,x
2199,B,240,x
2200,D,524,x
2201,D,1843,x
2202,C,557,x
2203,B,1055,x
2204,A,1321,x
2205,B,442,x
2206,D,1807,x
2207,B,1453,x
2208,C,582,x
2209,B,1551,x
2210,D,8,x
2211,B,1396,x
2212,C,288,x
2213,A,1182,x
2214,A,385,x
2215,A,128,x
2216,B,717,x
2217,A,1541,x
2218,A,1251,x
2219,C,1142,x
2220,A,909,x
2221,A,1092,x
2222,A,1581,x
2223,B,1261,x
2224,D,443,x
2225,B,563,x
2226,B,19,x
2227,C,580,x
2228,A,1290,x
2229,C,289,x
2230,C,1879,x
2231,D,529,x
2232,B,1534,x
2233,C,969,x
2234,A,1976,x
2235,C,392,x
2236,D,554,x
2237,C,1537,x
2238,A,510,x
2239,B,1034,x
2240,D,415,x
2241,D,37,x
2242,A,901,x
2243,A,610,x
2244,A,1568,x
2245,D,1249,x
2246,A,394,x
2247,D,1230,x
2248,A,189,x
2249,B,491,x
2250,A,1485,x
2251,C,1382,x
2252,C,827,x
2253,B,1678,x
2254,B,1356,x
2255,C,807,x
2256,A,1338,x
2257,A,1784,x
2258,B,1769,x
2259,A,1586,x
2260,D,218,x
2261,A,59,x
2262,C,1679,x
2263,D,1825,x
2264,C,908,x
2265,B,1935,x
2266,D,816,x
2267,A,715,x
2268,B,1452,x
2269,B,1362,x
2270,A,711,x
2271,A,131,x
2272,B,1318,x
2273,C,233,x
2274,D,1516,x
2275,D,225,x
2276,B,1995,x
2277,D,938,x
2278,B,448,x
2279,D,320,x
2280,C,1536,x
2281,B,763,x
2282,A,338,x
2283,D,292,x
2284,B,550,x
2285,B,312,x
2286,C,912,x
2287,D,988,x
2288,A,1096,x
2289,D,1097,x
2290,C,697,x
2291,A,1293,x
2292,C,1886,x
2293,C,1742,x
2294,D,849,x
2295,C,869,x
2296,D,460,x
2297,C,1814,x
2298,D,1710,x
2299,B,1952,x
2300,C,1426,x
2301,D,1782,x
2302,B,1132,x
2303,B,509,x
2304,C,8,x
2305,A,583,x
2306,C,650,x
2307,A,39,x
2308,D,1521,x
2309,D,322,x
2310,C,1539,x
2311,C,690,x
2312,C,466,x
2313,A,1541,x
2314,B,1548,x
2315,D,1118,x
2316,B,1048,x
2317,B,791,x
2318,A,1249,x
2319,A,1785,x
2320,B,292,x
2321,A,157,x
2322,C,228,x
2323,D,284,x
2324,C,307,x
2325,B,1780,x
2326,C,1870,x
2327,B,627,x
2328,D,1113,x
2329,D,1805,x
2330,A,425,x
2331,A,1415,x
2332,C,817,x
2333,B,783,x
2334,B,216,x
2335,A,1397,x
2336,B,50,x
2337,A,615,x
2338,D,1951,x
2339,B,1669,x
2340,D,1645,x
2341,C,518,x
2342,C,1882,x
2343,A,140,x
2344,A,718,x
2345,C,1089,x
2346,B,824,x
2347,B,980,x
2348,C,1927,x
2349,D,927,x
2350,B,44,x
2351,A,209,x
2352,D,951,x
2353,D,1920,x
2354,D,1628,x
2355,C,171,x
2356,D,1516,x
2357,B,1286,x
2358,C,1115,x
2359,A,1225,x
2360,C,570,x
2361,C,296,x
2362,C,1367,x
2363,B,1351,x
2364,D,406,x
2365,B,1786,x
2366,D,1265,x
2367,B,929,x
2368,A,1770,x
2369,C,259,x
2370,C,1618,x
2371,A,1791,x
2372,C,611,x
2373,D,1342,x
2374,D,1947,x
2375,C,385,x
2376,D,1403,x
2377,C,1131,x
2378,B,1843,x
2379,D,458,x
2380,C,1497,x
2381,A,770,x
2382,A,1782,x
2383,D,1481,x
2384,D,986,x
2385,A,139,x
2386,D,498,x
2387,D,1765,x
2388,B,1228,x
2389,B,93,x
2390,D,643,x
2391,A,1962,x
2392,A,713,x
2393,B,745,x
2394,B,1867,x
2395,D,1387,x
2396,A,516,x
2397,C,29,x
2398,C,167,x
2399,C,222,x
2400,C,1463,x
2401,C,650,x
2402,C,1319,x
2403,D,1346,x
2404,D,469,x
2405,A,355,x
2406,C,831,x
2407,C,689,x
2408,D,1715,x
2409,B,1711,x
2410,C,1324,x
2411,A,63,x
2412,D,859,x
2413,B,1604,x
2414,A,1805,x
2415,D,655,x
2416,D,873,x
2417,D,1224,x
2418,A,600,x
2419,C,399,x
2420,C,1294,x
2421,C,914,x
2422,B,1851,x
2423,C,1888,x
2424,A,1200,x
2425,B,1494,x
2426,A,1022,x
2427,C,1030,x
2428,C,1904,x
2429,B,292,x
2430,D,1975,x
2431,D,691,x
2432,C,1672,x
2433,A,1916,x
2434,B,863,x
2435,A,175,x
2436,A,1841,x
2437,D,660,x
2438,A,748,x
2439,D,1101,x
2440,B,1917,x
2441,A,1061,x
2442,B,661,x
2443,C,886,x
2444,A,921,x
2445,D,350,x
2446,B,228,x
2447,C,793,x
2448,C,651,x
2449,D,966,x
2450,A,1565,x
2451,A,538,x
2452,D,1112,x
2453,D,1574,x
2454,C,1535,x
2455,C,986,x
2456,B,718,x
2457,C,1948,x
2458,B,1697,x
2459,C,1306,x
2460,A,1405,x
2461,A,1921,x
2462,D,1712,x
2463,A,1821,x
2464,A,1766,x
2465,B,91,x
2466,C,1637,x
2467,A,309,x
2468,C,1877,x
2469,C,1050,x
2470,A,325,x
2471,C,872,x
2472,D,1150,x
2473,D,1127,x
2474,A,1486,x
2475,B,245,x
2476,D,464,x
2477,A,1786,x
2478,B,1124,x
2479,A,1636,x
2480,A,1538,x
2481,C,655,x
2482,C,1067,x
2483,D,521,x
2484,D,1560,x
2485,C,1503,x
2486,C,1919,x
2487,D,27,x
2488,D,449,x
2489,B,1498,x
2490,C,1891,x
2491,A,465,x
2492,D,1993,x
2493,D,1489,x
2494,D,1574,x
2495,D,1891,x
2496,A,387,x
2497,A,1902,x
2498,D,706,x
2499,B,1950,x
2500,C,1506,x
2501,D,976,x
2502,B,652,x
2503,B,514,x
2504,A,1311,x
2505,B,397,x
2506,D,1102,x
2507,A,54,x
2508,A,345,x
2509,A,742,x
2510,B,1584,x
2511,C,1385,x
2512,B,829,x
2513,A,1188,x
2514,B,1038,x
2515,C,1510,x
2516,B,101,x
2517,B,1465,x
2518,C,509,x
2519,A,1652,x
2520,C,27,x
2521,D,1541,x
2522,B,1510,x
2523,A,1050,x
2524,A,1712,x
2525,A,1625,x
2526,B,957,x
2527,A,1514,x
2528,A,1958,x
2529,A,1574,x
2530,C,673,x
2531,C,1541,x
2532,A,1442,x
2533,A,899,x
2534,B,1243,x
2535,B,760,x
2536,D,1497,x
2537,C,1776,x
2538,A,1911,x
2539,A,62,x
2540,A,1157,x
2541,C,1481,x
2542,A,249,x
2543,A,1992,x
2544,D,271,x
2545,A,362,x
2546,D,464,x
2547,C,1731,x
2548,D,362,x
2549,B,1196,x
2550,D,516,x
2551,B,660,x
2552,D,1566,x
2553,A,713,x
2554,C,1904,x
2555,A,1216,x
2556,B,205,x
2557,D,1757,x
2558,B,638,x
2559,C,1666,x
2560,A,1763,x
2561,D,1094,x
2562,B,253,x
2563,D,1051,x
2564,D,1444,x
2565,C,964,x
2566,A,346,x
2567,C,250,x
2568,B,600,x
2569,A,582,x
2570,A,325,x
2571,A,346,x
2572,C,1308,x
2573,D,583,x
2574,D,470,x
2575,D,506,x
2576,B,435,x
2577,A,920,x
2578,B,1378,x
2579,C,1117,x
2580,D,521,x
2581,C,866,x
2582,B,1904,x
2583,C,163,x
2584,D,696,x
2585,D,19,x
2586,C,1873,x
2587,C,890,x
2588,D,1808,x
2589,D,1281,x
2590,B,1739,x
2591,B,1250,x
2592,A,336,x
2593,D,1550,x
2594,B,1442,x
2595,D,1937,x
2596,A,1951,x
2597,B,478,x
2598,D,1887,x
2599,B,1497,x
2600,D,1489,x
2601,D,1268,x
2602,C,1586,x
2603,D,133,x
2604,B,241,x
2605,A,653,x
2606,D,1481,x
2607,A,1513,x
2608,A,1310,x
2609,D,1840,x
2610,B,990,x
2611,B,368,x
2612,A,1240,x
2613,A,653,x
2614,A,353,x
2615,A,1019,x
2616,D,171,x
2617,B,1323,x
2618,C,45,x
2619,A,1401,x
2620,D,1496,x
2621,D,523,x
2622,C,1615,x
2623,B,1231,x
2624,A,93,x
2625,C,1330,x
2626,D,536,x
2627,C,397,x
2628,B,15,x
2629,C,48,x
2630,B,65,x
2631,A,744,x
2632,C,566,x
2633,A,856,x
2634,A,322,x
2635,C,1895,x
2636,A,1860,x
2637,B,678,x
2638,B,1457,x
2639,B,1355,x
2640,D,1310,x
2641,B,614,x
2642,A,1938,x
2643,D,858,x
2644,A,1718,x
2645,C,479,x
2646,B,450,x
2647,D,1597,x
2648,C,1108,x
2649,A,1261,x
2650,B,1753,x
2651,A,868,x
2652,D,721,x
2653,B,1194,x
2654,C,67,x
2655,D,556,x
2656,B,1174,x
2657,D,777,x
2658,A,1377,x
2659,D,1902,x
2660,C,1116,x
2661,A,1114,x
2662,C,1583,x
2663,C,321,x
2664,D,297,x
2665,B,714,x
2666,A,1893,x
2667,A,947,x
2668,A,1947,x
2669,A,1161,x
2670,B,529,x
2671,C,1841,x
2672,D,379,x
2673,A,476,x
2674,D,282,x
2675,C,599,x
2676,B,1018,x
2677,C,148,x
2678,A,1211,x
2679,A,301,x
2680,D,430,x
2681,B,1535,x
2682,D,1894,x
2683,A,1488,x
2684,B,1579,x
2685,D,919,x
2686,B,330,x
2687,B,1794,x
2688,C,1483,x
2689,C,1207,x
2690,A,1901,x
2691,B,1526,x
2692,D,1335,x
2693,D,804,x
2694,C,1769,x
2695,B,112,x
2696,B,1732,x
2697,C,412,x
2698,D,1987,x
2699,A,719,x
2700,C,108,x
2701,D,856,x
2702,D,1756,x
2703,D,898,x
2704,A,887,x
2705,B,1528,x
2706,B,973,x
2707,C,759,x
2708,C,850,x
2709,D,1702,x
2710,B,1040,x
2711,C,1377,x
2712,A,1900,x
2713,A,724,x
2714,B,1509,x
2715,C,431,x
2716,B,1620,x
2717,B,125,x
2718,B,949,x
2719,A,52,x
2720,B,1337,x
2721,D,1760,x
2722,A,1269,x
2723,D,913,x
2724,B,1026,x
2725,C,745,x
2726,A,1833,x
2727,A,542,x
2728,C,1320,x
2729,B,1968,x
2730,D,384,x
2731,C,1484,x
2732,C,1237,x
2733,C,319,x
2734,A,1078,x
2735,C,90,x
2736,D,908,x
2737,B,1913,x
2738,A,1946,x
2739,A,1284,x
2740,D,1498,x
2741,A,131,x
2742,D,1005,x
2743,B,630,x
2744,C,1452,x
2745,C,86,x
2746,D,273,x
2747,D,694,x
2748,B,1199,x
2749,C,403,x
2750,B,947,x
2751,A,467,x
2752,D,1454,x
2753,D,1017,x
2754,A,681,x
2755,B,243,x
2756,A,250,x
2757,A,600,x
2758,C,917,x
2759,B,1698,x
2760,C,1335,x
2761,A,1448,x
2762,A,1093,x
2763,C,1889,x
2764,B,49,x
2765,B,1641,x
2766,C,1467,x
2767,A,1650,x
2768,C,99,x
2769,D,1821,x
2770,D,1913,x
2771,A,1593,x
2772,B,1664,x
2773,B,1193,x
2774,D,39,x
2775,C,1389,x
2776,C,1521,x
2777,C,73,x
2778,D,669,x
2779,B,1079,x
2780,D,250,x
2781,C,674,x
2782,C,1863,x
2783,A,1644,x
2784,C,1114,x
2785,D,776,x
2786,C,810,x
2787,B,98,x
2788,D,1231,x
2789,B,1275,x
2790,A,1893,x
2791,A,602,x
2792,D,1694,x
2793,A,1362,x
2794,D,70,x
2795,D,308,x
2796,B,1147,x
2797,D,832,x
2798,D,939,x
2799,B,43,x
2800,D,154,x
2801,C,605,x
2802,D,1939,x
2803,C,320,x
2804,A,1809,x
2805,C,1489,x
2806,B,98,x
2807,A,751,x
2808,D,1997,x
2809,C,1071,x
2810,D,1700,x
2811,C,259,x
2812,C,1639,x
2813,A,1254,x
2814,C,106,x
2815,A,1618,x
2816,B,643,x
2817,C,125,x
2818,C,194,x
2819,B,569,x
2820,C,1786,x
2821,D,948,x
2822,B,1585,x
2823,C,1439,x
2824,A,1084,x
2825,C,1511,x
2826,D,1423,x
2827,D,1335,x
2828,A,567,x
2829,A,1965,x
2830,B,769,x
2831,B,1616,x
2832,A,1850,x
2833,A,1929,x
2834,B,737,x
2835,B,1768,x
2836,A,72,x
2837,B,187,x
2838,B,843,x
2839,D,992,x
2840,A,1131,x
2841,D,354,x
2842,D,796,x
2843,B,164,x
2844,A,1275,x
2845,D,149,x
2846,B,1579,x
2847,B,222,x
2848,B,860,x
2849,B,1111,x
2850,A,152,x
2851,D,481,x
2852,D,191,x
2853,A,424,x
2854,C,672,x
2855,A,1253,x
2856,A,350,x
2857,B,1016,x
2858,C,227,x
2859,B,508,x
2860,D,1031,x
2861,D,1836,x
2862,B,1011,x
2863,D,1175,x
2864,D,1634,x
2865,C,737,x
2866,A,1719,x
2867,D,370,x
2868,B,1764,x
2869,B,495,x
2870,B,352,x
2871,D,1539,x
2872,C,1929,x
2873,C,1012,x
2874,D,120,x
2875,D,841,x
2876,A,1074,x
2877,A,1444,x
2878,B,1377,x
2879,A,714,x
2880,D,1134,x
2881,C,841,x
2882,A,667,x
2883,C,1823,x
2884,C,919,x
2885,A,1305,x
2886,A,767,x
2887,A,441,x
2888,C,670,x
2889,A,1178,x
2890,D,573,x
2891,C,820,x
2892,C,72,x
2893,D,796,x
2894,B,1895,x
2895,A,301,x
2896,D,1941,x
2897,A,1914,x
2898,A,1936,x
2899,A,1548,x
2900,D,1407,x
2901,B,436,x
2902,D,803,x
2903,B,1162,x
2904,A,1802,x
2905,C,1819,x
2906,A,1078,x
2907,B,746,x
2908,C,1456,x
2909,D,1400,x
2910,C,572,x
2911,D,462,x
2912,A,888,x
2913,A,951,x
2914,A,1180,x
2915,B,642,x
2916,B,955,x
2917,D,1251,x
2918,D,106,x
2919,C,537,x
2920,C,1228,x
2921,A,1278,x
2922,C,398,x
2923,D,1007,x
2924,A,1379,x
2925,A,682,x
2926,A,651,x
2927,D,1727,x
2928,D,884,x
2929,C,1053,x
2930,B,918,x
2931,C,380,x
2932,B,1447,x
2933,D,1496,x
2934,C,1971,x
2935,D,173,x
2936,B,403,x
2937,B,1260,x
2938,C,1025,x
2939,A,1826,x
2940,C,644,x
2941,A,289,x
2942,D,830,x
2943,D,1471,x
2944,A,1083,x
2945,A,1385,x
2946,D,523,x
2947,C,718,x
2948,D,1755,x
2949,A,1140,x
2950,C,1160,x
2951,B,485,x
2952,B,1306,x
2953,C,177,x
2954,D,1723,x
2955,D,777,x
2956,A,116,x
2957,D,1628,x
2958,D,850,x
2959,D,274,x
2960,B,657,x
2961,D,499,x
2962,D,485,x
2963,D,894,x
2964,A,679,x
2965,A,1377,x
2966,B,204,x
2967,C,1819,x
2968,C,556,x
2969,A,504,x
2970,A,461,x
2971,A,1355,x
2972,D,1283,x
2973,A,1176,x
2974,D,713,x
2975,C,1041,x
2976,B,615,x
2977,B,592,x
2978,D,1417,x
2979,C,1438,x
2980,D,1742,x
2981,A,291,x
2982,A,1759,x
2983,A,1905,x
2984,D,1436,x
2985,D,1806,x
2986,D,577,x
2987,C,1658,x
2988,D,1359,x
2989,A,1170,x
2990,C,485,x
2991,C,45,x
2992,C,1225,x
2993,A,696,x
2994,A,1600,x
2995,B,1478,x
2996,A,962,x
2997,B,1017,x
2998,D,0,x
2999,C,1145,x
3000,C,1081,x
3001,D,841,x
3002,A,1558,x
3003,B,1064,x
3004,A,418,x
3005,D,690,x
3006,C,1787,x
3007,A,188,x
3008,A,1007,x
3009,B,1022,x
3010,B,1775,x
3011,B,1824,x
3012,B,1610,x
3013,D,854,x
3014,A,1094,x
3015,D,89,x
3016,A,1767,x
3017,D,1549,x
3018,A,1378,x
3019,D,502,x
3020,B,87,x
3021,D,1297,x
3022,D,1700,x
3023,B,1488,x
3024,B,1157,x
3025,A,1781,x
3026,C,6,x
3027,D,1955,x
3028,C,401,x
3029,D,1042,x
3030,A,1254,x
3031,B,1340,x
3032,D,281,x
3033,B,1008,x
3034,B,538,x
3035,D,1064,x
3036,A,1153,x
3037,B,446,x
3038,A,632,x
3039,C,459,x
3040,B,497,x
3041,C,372,x
3042,C,182,x
3043,C,30,x
3044,C,1599,x
3045,B,634,x
3046,D,952,x
3047,A,1026,x
3048,A,1417,x
